# Review of the mined skill names (issue #40): one verdict per name of taxonomy-mined-2026-09-24.tsv,
# in that file's order. Sonnet subagents first screened all names (a drop noted "screened out"),
# then reviewed the survivors with the rules of taxonomy-review-2026-09-24.tsv. The reviewers were
# cut off by the usage limit before finishing: 334 survivors, noted "not reviewed", have no verdict
# and are left for issue #41. Key conflicts between reviewers were settled by hand, noted "merge:".
# Merged with taxonomy-review-2026-09-24.tsv into src/main/resources/taxonomy/skills.tsv by
# scripts/taxonomy_select.py with a threshold of 3.
name	verdict	canonical	category	aliases	note
Cisco Firepower	keep	Cisco Firepower	security		
Cisco FTD	keep	Cisco Firepower	security	Cisco FTD	
City Experience	drop				screened out
Claude Code CLI	keep	Claude Code	tool	Claude Code CLI	
Clearbit	keep	Clearbit	tool		
Cloud AgentForce	drop				fragment; real name is Salesforce Agentforce
Cloud Associate	drop				screened out
Cloud Engineering DevSecOps	drop				screened out
Cloud Firestore	keep	Cloud Firestore	database		
Cloud Native Expertise	drop				screened out
Cloud Platform Proven	drop				screened out
Cloud Platforms Microsoft	drop				screened out
Cloud Professional Architect	drop				screened out
Cloud Technologies DevOps	drop				screened out
CloudFormation Ability	drop				screened out
CloudFormation Build	drop				screened out
CloudFormation Observability	drop				screened out
CloudWatch IaC	drop				screened out
CMP	drop				screened out
CNS	drop				screened out
Cocoapods Experience	drop				screened out
Code CLI	drop				screened out
Codex CLI	keep	Codex CLI	tool		
Composer Google	drop				screened out
Composer Google Cloud	keep	Google Cloud Composer	data	Composer Google Cloud	
Confluence Ability	drop				screened out
Confluence Agile	drop				screened out
Confluence Ensuring	drop				screened out
Confluence Familiarity	drop				screened out
Confluence Nice	drop				screened out
Confluence Qualifications	drop				screened out
Confluence Zoom	drop				screened out
Container Apps Azure	keep	Azure Container Apps	cloud	Container Apps Azure	
Core MVC	drop				screened out
Core Spring	drop				screened out
Cosmos SDK	keep	Cosmos SDK	framework		
Crew AI	keep	CrewAI	framework	Crew AI	merge: CrewAI is framework, like the rest of its kind
CRM Developer	drop				screened out
CrowdStrike Falcon Experience	drop				screened out
CRT	drop				ambiguous acronym (could mean several things)
CSS Backend	drop				screened out
CSS Develop	drop				screened out
CSS Exposure	drop				screened out
CSS Proficiency	drop				screened out
CSS TanStack	drop				screened out
CSS TanStack Query	drop				screened out
CTFL	drop				screened out
Cycode	keep	Cycode	security		
Dagster Data	drop				screened out
Data Engineer Strong	drop				screened out
Data Manager	drop				screened out
data Mastery	drop				screened out
Data Processing Apache	drop				screened out
Database DevOps	drop				screened out
Databricks Demonstrated	drop				screened out
Databricks EXPERI	drop				screened out
Databricks ML	drop				screened out
Datadog What We	drop				screened out
DataLoader	keep	DataLoader	framework		
Datasphere	keep	Datasphere	data		
Datenschutz	drop				screened out
Datenstrukturen	drop				screened out
DaVinci	drop				ambiguous (DaVinci Resolve? surgical system?), no clear single meaning
DDN	keep	DDN	tool		
Deep AWS IAM	drop				screened out
Deep Learning ML	drop				screened out
DeepAR	drop				homonym: AWS DeepAR+ forecasting vs DeepAR AR SDK, unclear which meant
Defender Microsoft	keep	Microsoft Defender	security	Defender Microsoft	reordered mining artifact of existing Microsoft Defender
Defender Microsoft Purview	drop				screened out
Dell PowerEdge	keep	Dell PowerEdge	tool		
Demarc	drop				screened out
Deno	keep	Deno	framework		
Desired Skills Knowledge	drop				screened out
Desk Incident	drop				screened out
detr	keep	DETR	ml		
Develop Power BI	drop				screened out
Development Django	drop				screened out
Device42	keep	Device42	devops		
Devices RF	drop				screened out
DevOps Automate	drop				screened out
DevOps Deploy	drop				screened out
DevOps Docker Kubernetes	drop				screened out
DevOps Engineer Certified	drop				screened out
DevOps Familiarity	drop				screened out
DevOps Observability	drop				screened out
DGL	keep	DGL	ml		
Directory Domain Services	drop				fragment of Active Directory Domain Services (existing Active Directory)
Discoverer	drop				ordinary word / obsolete Oracle Discoverer, too ambiguous
Discovery Familiarity	drop				screened out
Django preferred	drop				screened out
DLP Microsoft	drop				screened out
DNS Strong	drop				screened out
DNSSEC	keep	DNSSEC	networking		
Docker Diversit	drop				screened out
Docker Working	drop				screened out
Dockers	drop				typo/plural of Docker (existing), not a separate technology
Document DB	drop				generic term / fragment of Amazon DocumentDB
DoD CIO	drop				screened out
DoD RMF	drop				screened out
domain Architect	drop				screened out
Drizzle ORM	keep	Drizzle ORM	framework		
Druid Kafka	drop				screened out
DWD	drop				screened out
DWS	drop				screened out
Dynamic SQL	drop				generic SQL technique, not a named technology
e.g Incident	drop				screened out
e.g Windows	drop				screened out
EAM	drop				screened out
eCal	keep	eCAL	framework		
Eclipse Experience	drop				screened out
Egg	drop				screened out
Egnyte	drop				screened out
Einblick	drop				screened out
EIT	drop				screened out
ELK Stack Deep	drop				screened out
Email Gateway	drop				screened out
ENA	drop				AWS EC2 networking feature/driver, not a listed engineering skill
Endevor	keep	Endevor	devops		
Engels	drop				screened out
engine familiarity	drop				screened out
Engineer Azure DevOps	drop				screened out
Engineer Job Summary	drop				screened out
Engineering Associate	drop				screened out
Engineering Engineer	drop				screened out
Enroot	keep	Enroot	devops		
Ensure HIPAA	drop				screened out
Enterprise Claude Code	drop				product tier of Claude Code, not a separate skill
Essential Excellent	drop				screened out
Etablierung	drop				screened out
Experience APIs	drop				screened out
Experience HTML	drop				screened out
Experience Minimum 6	drop				screened out
Experience Okta	drop				screened out
Expert Certified	drop				screened out
Expertise 5	drop				screened out
Express experience	drop				screened out
Express Strong	drop				screened out
extensive AI	drop				screened out
Extraktion	drop				screened out
F5 Load Balancer	keep	F5 BIG-IP	networking	F5 Load Balancer	
Fabric APIs	drop				screened out
Fabric Data Engineer	drop				screened out
Fabric Platform	drop				screened out
Falcon Experience	drop				screened out
FastAPI APIs	drop				screened out
FedRAMP RMF	drop				screened out
Figma Experience	drop				screened out
Firebase Test	drop				screened out
Firebase Test Lab	keep	Firebase Test Lab	testing		
Firewalls VPNs Load	drop				screened out
Fireworks	keep	Fireworks AI	ml	Fireworks	homonym with obsolete Adobe Fireworks; current AI platform meant
Flosum	keep	Flosum	devops		
Flowise	keep	Flowise	ml		
FLS	drop				screened out
Fluency CI	drop				screened out
FN	drop				screened out
focus 2+	drop				screened out
ForeScout	keep	Forescout	security		
FortiOS	keep	FortiOS	security		
FPC	keep	Free Pascal Compiler	tool		bare FPC too ambiguous to key
Framework 6	drop				screened out
Frameworks Java Spring	drop				screened out
French Ability	drop				screened out
Frontend APIs	drop				screened out
Frontend React Angular	drop				screened out
GAN	keep	GAN	ml		
Garak	keep	Garak	security		
GATT	keep	GATT	networking		
GCED GCFA	drop				screened out
GCP +	drop				screened out
GCP Cloud Architecture	drop				screened out
GCP Cross	drop				screened out
GCP Drive	drop				screened out
GCP Extensive	drop				screened out
GCP Good	drop				screened out
GCP Marketplace	drop				GCP procurement feature, not an individual skill
GCP Pub	drop				screened out
GCP VertexAI	keep	Google Vertex AI	ml	GCP VertexAI	merge: one skill
GCP VPC	keep	Google Cloud VPC	cloud	GCP VPC	
GCR	keep	Google Container Registry	devops		bare GCR too ambiguous to key
GCTI GCIH	drop				screened out
Gemini Proficiency	drop				screened out
Generative AI APIs	drop				screened out
Generative AI Expertise	drop				screened out
GeoTIFF	keep	GeoTIFF	tool		
Gestalte	drop				screened out
gesture	drop				screened out
GIAC Security Certifications	drop				screened out
Git API	drop				screened out
Git collaborative	drop				screened out
Git Comfortable	drop				screened out
Git Deep	drop				screened out
Git Demonstrated	drop				screened out
Git Qualifications	drop				screened out
GIT Skilled	drop				screened out
GitHub Ensuring	drop				screened out
GitLab CI Ansible	drop				screened out
GitLab Familiarity	drop				screened out
GitLab Required	drop				screened out
GKE OpenShift	drop				screened out
GlideScript	keep	GlideScript	framework		
Go Key Responsibilities	drop				screened out
Golang 5+	drop				screened out
Google Ads APIs	keep	Google Ads API	tool	Google Ads APIs	
Google APIs	drop				screened out
Google Big	drop				screened out
Google Big Query	keep	Google BigQuery	data	Google Big Query	
Google Colab	keep	Google Colab	tool		
Google Spanner	keep	Google Cloud Spanner	database	Google Spanner	
Google TPUs	keep	Google TPU	ml	Google TPUs	
Google Web	drop				screened out
Google Workspaces	keep	Google Workspace	tool	Google Workspaces	
Government Azure	drop				screened out
GPC	drop				ambiguous acronym, unclear single meaning
GPUDirect RDMA	keep	GPUDirect RDMA	ml		
Grafana Logging	drop				screened out
Grafana Mimir	keep	Grafana Mimir	devops		
Grafana What	drop				screened out
Grafana Why	drop				screened out
GraphQL React	drop				screened out
GraphQL You	drop				screened out
GRDB	keep	GRDB.swift	framework	GRDB	
Greedy	drop				screened out
Greenplum	keep	Greenplum	database		
gRPC WHAT	drop				screened out
Grundlagen	drop				screened out
Have MLOps	drop				screened out
have TypeScript	drop				screened out
HCM Extracts	keep	Oracle HCM Extracts	data	HCM Extracts	
Helm Hands	drop				screened out
Helm Infrastructure	drop				screened out
Horizon VDI	keep	VMware Horizon	devops	Horizon VDI	
HTML5 Canvas	keep	HTML5 Canvas	framework		
HTTP client	drop				screened out
HTTP RESTful APIs	drop				screened out
HubSpot Marketing	drop				screened out
i18next	keep	i18next	framework		
IaC +	drop				screened out
IaC Mastery	drop				screened out
IaC Participate	drop				screened out
IAM Proficiency	drop				screened out
IDs Experience	drop				screened out
IEC 62061	drop				screened out
II Salesforce	drop				screened out
Infra Platform Team	drop				screened out
Infrastructure Microsoft	drop				screened out
Innovation Architect	drop				screened out
InSpec	keep	Chef InSpec	testing	InSpec	
integration Git	drop				screened out
iOS UI	drop				screened out
IPC OR	drop				screened out
IREE	keep	IREE	ml		
ISC2 Certified	drop				screened out
ISC2 CISSP	drop				screened out
ISO 22301	drop				screened out
ISO 26262 ASIL	drop				screened out
ISO20022	drop				screened out
ISTQB Advanced	drop				screened out
ITU	drop				screened out
IVT	drop				screened out
JAMF Certified	drop				screened out
Jamf Experience	drop				screened out
JasperSoft	keep	Jaspersoft	data		
Java 25	keep	Java	language	Java 25	
Java basic	drop				screened out
Java Comfort	drop				screened out
Java Object Oriented	drop				screened out
Java Python SQL	drop				screened out
Java Strong SQL	drop				screened out
Javascript AI	drop				screened out
JavaScript Develop	drop				screened out
Javascript Good	drop				screened out
JavaScript REST APIs	drop				screened out
JavaScript software	drop				screened out
JAWS	keep	JAWS	tool		
JAX Familiarity	drop				screened out
Jenkins Data	drop				screened out
Jenkins Demonstrated	drop				screened out
Jenkins Familiarity	drop				screened out
JIRA +	drop				screened out
JIRA Monday.com	drop				screened out
Job Description Sr	drop				screened out
Join Artefact Casablanca	drop				screened out
JPA Experience	drop				screened out
jQuery React	drop				screened out
JSONB	keep	JSONB	database		
Kafka Collaborate	drop				screened out
Kafka Databases	drop				screened out
Kafka Interest	drop				screened out
Kafka Why	drop				screened out
Kafka Why Join	drop				screened out
Kenntnissen	drop				screened out
Keycloak Experience	drop				screened out
KMM	keep	Kotlin Multiplatform Mobile	framework	KMM	
Kotlin At	drop				screened out
Kotlin Cloud	drop				screened out
Kotlin Engineer	drop				screened out
Kotlin Multiplatform Experience	drop				screened out
KST	drop				screened out
Kubernetes Collaboration	drop				screened out
Kubernetes configuration management	drop				screened out
Kubernetes Fluency	drop				screened out
Kubernetes How	drop				screened out
Kubernetes Model	drop				screened out
Kubernetes operators Experience	drop				screened out
Kubernetes package	drop				screened out
Kubernetes package management	drop				screened out
Kubernetes Web	drop				screened out
Kunde	drop				screened out
L2TP	keep	L2TP	networking		
Lambda SageMaker	drop				screened out
LDAP Experience	drop				screened out
Learning Operations Engineer	drop				screened out
Lernbereitschaft	drop				screened out
Level AA	drop				screened out
leverage Google Cloud	drop				screened out
LibreNMS	keep	LibreNMS	devops		
Lifecycle Manager	drop				screened out
Linux 8	drop				screened out
Linux APIs	drop				screened out
Linux Automation	drop				screened out
Linux Basic	drop				screened out
Linux Databases	drop				screened out
Linux Docker Git	drop				screened out
Linux Exposure	drop				screened out
Linux Preempt	drop				screened out
Linux Preempt RT	keep	Linux PREEMPT_RT	os	Linux Preempt RT	
Llama Index	keep	LlamaIndex	framework	Llama Index	merge: LlamaIndex is framework, like the rest of its kind
LocalStack	keep	LocalStack	devops		
Lucid Chart	keep	Lucidchart	tool	Lucid Chart	
LVGL	keep	LVGL	framework		
macOS Strong	drop				screened out
Manage OEM	drop				screened out
Manage Salesforce	drop				screened out
Management Shell	drop				screened out
Manager Backup	drop				screened out
Manager Identity	drop				screened out
Manager Understanding	drop				screened out
Master Architect	drop				screened out
Matomo	drop				screened out
MCPs Experience	drop				screened out
MDG	keep	SAP MDG	tool		bare MDG too ambiguous; canonical uses SAP prefix
Medallion Architecture Strong	drop				screened out
Meta Llama	keep	Meta Llama	ml		
Metal APIs	drop				screened out
Microservices SQL	drop				screened out
Microsoft .NET Framework	keep	.NET Framework	framework	Microsoft .NET Framework	
Microsoft Azure network	drop				screened out
Microsoft Certified Professional	drop				screened out
Microsoft cloud AI	drop				screened out
Microsoft Defender Microsoft	keep	Microsoft Defender	security	Microsoft Defender Microsoft	duplicate-word mining artifact
Microsoft Forms	drop				office productivity tool, not typically an engineering skill
